0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779913	0.722413	6.6526	1.97673	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19545	0.535059	10.3164	-0.0111011	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.03776	0.564061	4.62334	2.5415	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.36574	0.699599	4.98487	2.12813	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.72636	0.642239	5.39915	0.972666	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.04056	0.688013	5.51775	0.840007	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.28151	0.688914	5.27743	0.640339	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.56904	0.711897	5.33009	0.56166	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.8499	0.696137	5.32304	0.340099	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.09711	0.701469	5.29161	0.309778	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.3918	0.625432	5.32892	-0.0951238	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.70665	0.553558	5.43409	-0.393786	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.98757	0.575105	5.48647	-0.231941	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.26999	0.56629	5.50074	-0.224486	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.52675	0.589754	5.32289	-0.106294	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.71311	0.672353	5.16868	0.237561	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.96538	0.669853	5.00783	0.167834	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.26731	0.665389	5.1057	0.109837	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.52888	0.672003	5.27665	0.130359	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.83056	0.683975	5.34695	0.140763	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.07075	0.621705	5.10986	-0.110276	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.32357	0.720766	5.09092	0.239892	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.57392	0.752127	5.04393	0.301233	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.81975	0.750474	5.03405	0.247594	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.06171	0.734234	4.84456	0.136995	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.27246	0.81761	4.77501	0.389254	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.57339	0.831459	5.18089	0.392502	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.83052	0.805512	5.18337	0.2477	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.07845	0.822784	4.96249	0.245355	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.31347	0.83849	4.93715	0.258116	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.5868	0.935428	5.2639	0.549166	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.83114	0.996332	5.22431	0.656174	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.12357	1.03598	5.25404	0.669747	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.36512	1.06475	5.2143	0.658259	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.6461	1.14274	5.25933	0.797274	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.92593	1.27904	5.27816	1.09064	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1708	1.36583	4.97559	1.15785	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3902	1.44187	4.91641	1.21779	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6203	1.51527	4.66747	1.22695	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8369	1.53232	4.64346	1.09608	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1091	1.57337	4.88638	1.07132	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.393	1.61453	4.96465	1.02737	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6246	1.65419	4.85489	0.98275	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8511	1.72309	4.82016	1.04455	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1115	1.80885	5.00634	1.16646	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3581	1.83536	5.00472	1.07211	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.6178	1.88266	5.11757	1.06582	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8177	2.04157	4.99196	1.38851	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0878	2.153	5.1479	1.53237	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.2948	2.31063	5.03572	1.78046	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.468	2.44393	4.557	1.86928	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7161	2.56678	4.58982	1.95209	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9367	2.66854	4.5439	1.96072	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.164	2.83521	4.52812	2.1618	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4172	2.94426	4.73534	2.1923	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6278	3.00413	4.69688	2.05259	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
